sub_district_code,sub_district_name,district_code
1635,tirbin,250
1636,basar,250
1637,daring,250
1638,gensi,250
1639,sibe,250
1640,likabali,250
1641,kangku,250
1642,bagra,250
1643,boleng,251
1644,riga,251
1645,pangin,251
1646,kebang,251
1647,rebo-perging,251
1648,koyu,251
1649,kora,251
1650,nari,251
1651,new seren,251
1652,bilat,251
1653,ruksin,251
1654,sille-oyan,251
1655,pasighat,251
1656,mebo,251
1657,namsing,251
1658,tuting,252
1659,migging,252
1660,palling,252
1661,gelling,252
1662,singa,252
1663,yingkiong,252
1664,jengging,252
1665,geku,252
1666,mariyang,252
1667,mopom ( adipasi ),252
1668,katan,252
1669,khimiyong,253
1670,yatdam,253
1671,changlang,253
1672,namtok,253
1673,manmao,253
1674,renuk,253
1675,lyngok-longtoi,253
1676,nampong,253
1677,tikhak rima putok,253
1678,jairampur,253
1679,vijoynagar,253
1680,miao,253
1681,kharsang,253
1682,diyun,253
1683,bordumsa,253
1684,namsang,254
1685,soha,254
1686,khonsa,254
1687,dadam,254
1688,kanubari,254
1689,lawnu,254
1690,longding,254
1691,pumao,254
1692,pangchao,254
1693,wakka,254
1694,laju,254
1695,ziro (sadar),255
1696,old ziro,255
1697,yachuli,255
1698,yazali,255
1699,pistana,255
1700,kamporijo,255
1701,dollungmukh,255
1702,raga,255
1703,palin,256
1704,yangte,256
1705,sangram,256
1706,nyapin,256
1707,phassang,256
1708,koloriang,256
1709,chambang,256
1710,gangte,256
1711,tarak-lengdi,256
1712,sarli,256
1713,parsi-parlo,256
1714,damin,256
1715,longding koling (pipsorang),256
1716,tali,256
1717,mipi,257
1718,anini,257
1719,etalin,257
1720,anelih,257
1721,kronli (arzoo circle),257
1722,hunli,258
1723,desali,258
1724,roing,258
1725,dambuk,258
1726,tinali ( paglam ),258
1727,koronu,258
1728,sunpura,259
1729,tezu,259
1730,wakro,259
1731,chongkham,259
1732,namsai,259
1733,lathao,259
1734,piyong,259
1735,lekang (mahadevpur),259
1736,hayuliang,260
1737,manchal,260
1738,goiliang,260
1739,chaglagam,260
1740,metengliang,260
1741,kibithoo,260
1742,walong,260
1743,hawai,260
5916,car nicobar,638
5917,nancowry,638
5918,great nicobar,638
5919,diglipur,639
5920,mayabunder,639
5921,rangat,639
5922,ferrargunj,640
5923,port blair,640
5924,little andaman,640
5630,kasaragod,588
5631,hosdurg,588
5632,taliparamba,589
5633,kannur,589
5634,thalassery,589
5635,mananthavady,590
5636,sulthanbathery,590
5637,vythiri,590
5638,vadakara,591
5639,quilandy,591
5640,kozhikode,591
5641,ernad,592
5642,nilambur,592
5643,perinthalmanna,592
5644,tirur,592
5645,tirurangadi,592
5646,ponnani,592
5647,ottappalam,593
5648,mannarkad,593
5649,palakkad,593
5650,chittur,593
5651,alathur,593
5652,talappilly,594
5653,chavakkad,594
5654,thrissur,594
5655,kodungallur,594
5656,mukundapuram,594
5657,kunnathunad,595
5658,aluva,595
5659,paravur,595
5660,kochi,595
5661,kanayannur,595
5662,muvattupuzha,595
5663,kothamangalam,595
5664,devikulam,596
5665,udumbanchola,596
5666,thodupuzha,596
5667,peerumade,596
5668,meenachil,597
5669,vaikom,597
5670,kottayam,597
5671,changanassery,597
5672,kanjirappally,597
5673,cherthala,598
5674,ambalappuzha,598
5675,kuttanad,598
5676,karthikappally,598
5677,chengannur,598
5678,mavelikkara,598
5679,thiruvalla,599
5680,mallappally,599
5681,ranni,599
5682,kozhenchery,599
5683,adoor,599
5684,karunagappally,600
5685,kunnathur,600
5686,pathanapuram,600
5687,kottarakkara,600
5688,kollam,600
5689,chirayinkeezhu,601
5690,nedumangad,601
5691,thiruvananthapuram,601
5692,neyyattinkara,601
701,behat,132
702,saharanpur,132
703,nakur,132
704,deoband,132
705,rampur maniharan,132
706,kairana,133
707,shamli,133
708,muzaffarnagar,133
709,budhana,133
710,khatauli,133
711,jansath,133
712,najibabad,134
713,bijnor,134
714,nagina,134
715,dhampur,134
716,chandpur,134
717,thakurdwara,135
718,kanth,135
719,moradabad,135
720,bilari,135
721,sambhal,135
722,chandausi,135
723,suar,136
724,tanda,136
725,bilaspur,136
726,rampur,136
727,shahabad,136
728,milak,136
729,dhanaura,137
730,amroha,137
731,hasanpur,137
732,sardhana,138
733,mawana,138
734,meerut,138
735,baraut,139
736,baghpat,139
737,khekada,139
738,modinagar,140
739,ghaziabad,140
740,hapur,140
741,garhmukteshwar,140
742,dadri,141
743,gautam buddha nagar,141
744,jewar,141
745,sikandrabad,142
746,bulandshahr,142
747,siana,142
748,anupshahr,142
749,debai,142
750,shikarpur,142
751,khurja,142
752,khair,143
753,gabhana,143
754,atrauli,143
755,koil,143
756,iglas,143
757,sasni,144
758,sikandra rao,144
759,hathras,144
760,sadabad,144
761,chhata,145
762,mat,145
763,mahavan,145
764,mathura,145
765,etmadpur,146
766,agra,146
767,kiraoli,146
768,kheragarh,146
769,fatehabad,146
770,bah,146
771,tundla,147
772,firozabad,147
773,jasrana,147
774,shikohabad,147
775,mainpuri,148
776,karhal,148
777,bhogaon,148
778,gunnaur,149
779,bisauli,149
780,bilsi,149
781,sahaswan,149
782,budaun,149
783,dataganj,149
784,baheri,150
785,meerganj,150
786,aonla,150
787,bareilly,150
788,nawabganj,150
789,faridpur,150
790,pilibhit,151
791,bisalpur,151
792,puranpur,151
793,powayan,152
794,tilhar,152
795,shahjahanpur,152
796,jalalabad,152
797,nighasan,153
798,palia,153
799,gola gokaran nath,153
800,mohammdi,153
801,lakhimpur,153
802,dhaurahara,153
803,misrikh,154
804,sitapur,154
805,laharpur,154
806,biswan,154
807,mahmudabad,154
808,sidhauli,154
809,shahabad,155
810,sawayajpur,155
811,hardoi,155
812,bilgram,155
813,sandila,155
814,safipur,156
815,hasanganj,156
816,unnao,156
817,purwa,156
818,bighapur,156
819,malihabad,157
820,bakshi ka talab,157
821,lucknow,157
822,mohanlalganj,157
823,maharajganj,158
824,tiloi,158
825,rae bareli,158
826,lalganj,158
827,dalmau,158
828,unchahar,158
829,salon,158
830,kaimganj,159
831,amritpur,159
832,farrukhabad,159
833,chhibramau,160
834,kannauj,160
835,tirwa,160
836,jaswantnagar,161
837,saifai,161
838,etawah,161
839,bharthana,161
840,chakarnagar,161
841,bidhuna,162
842,auraiya,162
843,rasulabad,163
844,derapur,163
845,akbarpur,163
846,bhognipur,163
847,sikandra,163
848,bilhaur,164
849,kanpur,164
850,ghatampur,164
851,madhogarh,165
852,jalaun,165
853,kalpi,165
854,orai,165
855,konch,165
856,moth,166
857,garautha,166
858,tahrauli,166
859,mauranipur,166
860,jhansi,166
861,talbehat,167
862,lalitpur,167
863,mahroni,167
864,hamirpur,168
865,rath,168
866,sarila,168
867,maudaha,168
868,kulpahar,169
869,charkhari,169
870,mahoba,169
871,banda,170
872,baberu,170
873,atarra,170
874,naraini,170
875,karwi,171
876,mau,171
877,bindki,172
878,fatehpur,172
879,khaga,172
880,lalganj,173
881,kunda,173
882,pratapgarh,173
883,patti,173
884,raniganj,173
885,sirathu,174
886,manjhanpur,174
887,chail,174
888,soraon,175
889,phulpur,175
890,allahabad,175
891,bara,175
892,karchhana,175
893,handia,175
894,meja,175
895,koraon,175
896,fatehpur,176
897,ramnagar,176
898,nawabganj,176
899,sirauli gauspur,176
900,ramsanehighat,176
901,haidergarh,176
902,rudauli,177
903,milkipur,177
904,sohawal,177
905,faizabad,177
906,bikapur,177
907,tanda,178
908,allapur,178
909,jalalpur,178
910,akbarpur,178
911,bhiti,178
912,musafirkhana,179
913,gauriganj,179
914,amethi,179
915,sultanpur,179
916,jaisinghpur,179
917,lambhua,179
918,kadipur,179
919,nanpara,180
920,mahasi,180
921,bahraich,180
922,kaiserganj,180
923,bhinga,181
924,ikauna,181
925,balrampur,182
926,tulsipur,182
927,utraula,182
928,gonda,183
929,colonelganj,183
930,tarabganj,183
931,mankapur,183
932,shohratgarh,184
933,naugarh,184
934,bansi,184
935,itwa,184
936,domariyaganj,184
937,bhanpur,185
938,harraiya,185
939,basti,185
940,rudhauli,185
941,mehdawal,186
942,khalilabad,186
943,ghanghata,186
944,nautanwa,187
945,nichlaul,187
946,pharenda,187
947,maharajganj,187
948,campierganj,188
949,sahjanwa,188
950,gorakhpur,188
951,chauri chaura,188
952,bansgaon,188
953,khajni,188
954,gola,188
955,padrauna,189
956,hata,189
957,kasya,189
958,tamkuhi raj,189
959,deoria,190
960,rudrapur,190
961,barhaj,190
962,salempur,190
963,bhatpar rani,190
964,burhanpur,191
965,sagri,191
966,azamgarh,191
967,nizamabad,191
968,phulpur,191
969,lalganj,191
970,mehnagar,191
971,ghosi,192
972,madhuban,192
973,maunath bhanjan,192
974,muhammadabad gohna,192
975,belthara road,193
976,sikanderpur,193
977,rasra,193
978,ballia,193
979,bansdih,193
980,bairia,193
981,shahganj,194
982,badlapur,194
983,machhlishahr,194
984,jaunpur,194
985,mariahu,194
986,kerakat,194
987,jakhania,195
988,saidpur,195
989,ghazipur,195
990,mohammadabad,195
991,zamania,195
992,sakaldiha,196
993,chandauli,196
994,chakia,196
995,pindra,197
996,varanasi,197
997,bhadohi,198
998,gyanpur,198
999,aurai,198
1000,mirzapur,199
1001,lalganj,199
1002,marihan,199
1003,chunar,199
1004,ghorawal,200
1005,robertsganj,200
1006,dudhi,200
1007,aliganj,201
1008,etah,201
1009,jalesar,201
1010,kasganj,202
1011,sahawar,202
1012,patiyali,202
3949,dadra & nagar haveli,496
2154,darjeeling pulbazar,327
2155,rangli rangliot,327
2156,kalimpong -i,327
2157,kalimpong - ii,327
2158,gorubathan,327
2159,jorebunglow sukiapokhri,327
2160,mirik,327
2161,kurseong,327
2162,matigara,327
2163,naxalbari,327
2164,phansidewa,327
2165,kharibari,327
2166,rajganj,328
2167,mal,328
2168,matiali,328
2169,nagrakata,328
2170,madarihat,328
2171,kalchini,328
2172,kumargram,328
2173,alipurduar - i,328
2174,alipurduar - ii,328
2175,falakata,328
2176,dhupguri,328
2177,maynaguri,328
2178,jalpaiguri,328
2179,haldibari,329
2180,mekliganj,329
2181,mathabhanga - i,329
2182,mathabhanga - ii,329
2183,cooch behar - i,329
2184,cooch behar - ii,329
2185,tufanganj - i,329
2186,tufanganj - ii,329
2187,dinhata - i,329
2188,dinhata - ii,329
2189,sitai,329
2190,sitalkuchi,329
2191,chopra,330
2192,islampur,330
2193,goalpokhar - i,330
2194,goalpokhar - ii,330
2195,karandighi,330
2196,raiganj,330
2197,hemtabad,330
2198,kaliaganj,330
2199,itahar,330
2200,kushmundi,331
2201,gangarampur,331
2202,kumarganj,331
2203,hilli,331
2204,balurghat,331
99999,area not under any sub-district,331
2205,tapan,331
2206,bansihari,331
2207,harirampur,331
2208,harischandrapur - i,332
2209,harischandrapur - ii,332
2210,chanchal - i,332
2211,chanchal - ii,332
2212,ratua - i,332
2213,ratua - ii,332
2214,gazole,332
2215,bamangola,332
2216,habibpur,332
2217,maldah (old),332
2218,english bazar,332
2219,manikchak,332
2220,kaliachak - i,332
2221,kaliachak - ii,332
2222,kaliachak - iii,332
2223,farakka,333
2224,samserganj,333
2225,suti - i,333
2226,suti - ii,333
2227,raghunathganj - i,333
2228,raghunathganj - ii,333
2229,lalgola,333
2230,sagardighi,333
2231,bhagawangola - i,333
2232,bhagawangola - ii,333
2233,raninagar - ii,333
2234,jalangi,333
2235,domkal,333
2236,raninagar - i,333
2237,murshidabad jiaganj,333
2238,nabagram,333
2239,khargram,333
2240,kandi,333
2241,berhampore,333
2242,hariharpara,333
2243,nawda,333
2244,beldanga - i,333
2245,beldanga - ii,333
2246,bharatpur - ii,333
2247,bharatpur - i,333
2248,burwan,333
2249,murarai - i,334
2250,murarai - ii,334
2251,nalhati - i,334
2252,nalhati - ii,334
2253,rampurhat - i,334
2254,rampurhat - ii,334
2255,mayureswar - i,334
2256,mayureswar - ii,334
2257,mohammad bazar,334
2258,rajnagar,334
2259,suri - i,334
2260,suri - ii,334
2261,sainthia,334
2262,labpur,334
2263,nanoor,334
2264,bolpur sriniketan,334
2265,illambazar,334
2266,dubrajpur,334
2267,khoyrasol,334
2268,salanpur,335
2269,barabani,335
2270,jamuria,335
2271,raniganj,335
2272,ondal,335
2273,pandabeswar,335
2274,faridpur durgapur,335
2275,kanksa,335
2276,ausgram - ii,335
2277,ausgram - i,335
2278,mangolkote,335
2279,ketugram - i,335
2280,ketugram - ii,335
2281,katwa - i,335
2282,katwa - ii,335
2283,purbasthali - i,335
2284,purbasthali - ii,335
2285,manteswar,335
2286,bhatar,335
2287,galsi - i,335
2288,galsi - ii,335
2289,burdwan - i,335
2290,burdwan - ii,335
2291,memari - i,335
2292,memari - ii,335
2293,kalna - i,335
2294,kalna - ii,335
2295,jamalpur,335
2296,raina - i,335
2297,khandaghosh,335
2298,raina - ii,335
2299,karimpur - i,336
2300,karimpur - ii,336
2301,tehatta - i,336
2302,tehatta - ii,336
2303,kaliganj,336
2304,nakashipara,336
2305,chapra,336
2306,krishnagar - ii,336
2307,nabadwip,336
2308,krishnagar - i,336
2309,krishnaganj,336
2310,hanskhali,336
2311,santipur,336
2312,ranaghat - i,336
2313,ranaghat - ii,336
2314,chakdah,336
2315,haringhata,336
2316,bagda,337
2317,bongaon,337
2318,gaighata,337
2319,swarupnagar,337
2320,habra - i,337
2321,habra - ii,337
2322,amdanga,337
2323,barrackpur - i,337
2324,barrackpur - ii,337
2325,barasat - i,337
2326,barasat - ii,337
2327,deganga,337
2328,baduria,337
2329,basirhat - i,337
2330,basirhat - ii,337
2331,haroa,337
2332,rajarhat,337
2333,minakhan,337
2334,sandeshkhali - i,337
2335,sandeshkhali - ii,337
2336,hasnabad,337
2337,hingalganj,337
2338,goghat - i,338
2339,goghat - ii,338
2340,arambag,338
2341,pursura,338
2342,tarakeswar,338
2343,dhaniakhali,338
2344,pandua,338
2345,balagarh,338
2346,chinsurah - magra,338
2347,polba - dadpur,338
2348,haripal,338
2349,singur,338
2350,serampur uttarpara,338
2351,chanditala - i,338
2352,chanditala - ii,338
2353,jangipara,338
2354,khanakul - i,338
2355,khanakul - ii,338
2356,saltora,339
2357,mejhia,339
2358,gangajalghati,339
2359,chhatna,339
2360,indpur,339
2361,bankura - i,339
2362,bankura - ii,339
2363,barjora,339
2364,sonamukhi,339
2365,patrasayer,339
2366,indus,339
2367,kotulpur,339
2368,jaypur,339
2369,vishnupur,339
2370,onda,339
2371,taldangra,339
2372,simlapal,339
2373,khatra,339
2374,hirbandh,339
2375,ranibundh,339
2376,raipur,339
2377,sarenga,339
2378,jaipur,340
2379,purulia - ii,340
2380,para,340
2381,raghunathpur - ii,340
2382,raghunathpur - i,340
2383,neturia,340
2384,santuri,340
2385,kashipur,340
2386,hura,340
2387,purulia - i,340
2388,puncha,340
2389,arsha,340
2390,jhalda - i,340
2391,jhalda - ii,340
2392,bagmundi,340
2393,balarampur,340
2394,barabazar,340
2395,manbazar - i,340
2396,manbazar - ii,340
2397,bundwan,340
2398,udaynarayanpur,341
2399,amta - ii,341
2400,amta - i,341
2401,jagatballavpur,341
2402,domjur,341
2403,bally jagachha,341
2404,sankrail,341
2405,panchla,341
2406,uluberia - ii,341
2407,uluberia - i,341
2408,bagnan - i,341
2409,bagnan - ii,341
2410,shyampur - i,341
2411,shyampur - ii,341
2412,thakurpukur mahestola,343
2413,budge budge - i,343
2414,budge budge - ii,343
2415,bishnupur - i,343
2416,bishnupur - ii,343
2417,sonarpur,343
2418,bhangar - i,343
2419,bhangar - ii,343
2420,canning - i,343
2421,canning - ii,343
2422,baruipur,343
2423,magrahat - ii,343
2424,magrahat - i,343
2425,falta,343
2426,diamond harbour - i,343
2427,diamond harbour - ii,343
2428,kulpi,343
2429,mandirbazar,343
2430,mathurapur - i,343
2431,jaynagar - i,343
2432,jaynagar - ii,343
2433,kultali,343
2434,basanti,343
2435,gosaba,343
2436,mathurapur - ii,343
2437,kakdwip,343
2438,sagar,343
2439,namkhana,343
2440,patharpratima,343
2441,binpur - ii,344
2442,binpur - i,344
2443,garbeta - ii,344
2444,garbeta - i,344
2445,garbeta - iii,344
2446,chandrakona - i,344
2447,chandrakona - ii,344
2448,ghatal,344
2449,daspur - i,344
2450,daspur - ii,344
2451,keshpur,344
2452,salbani,344
2453,midnapore,344
2454,jhargram,344
2455,jamboni,344
2456,gopiballavpur - ii,344
2457,gopiballavpur - i,344
2458,nayagram,344
2459,sankrail,344
2460,kharagpur - i,344
2461,kharagpur - ii,344
2462,debra,344
2463,pingla,344
2464,sabang,344
2465,narayangarh,344
2466,keshiary,344
2467,dantan - i,344
2468,dantan - ii,344
2469,mohanpur,344
2470,panskura,345
2471,kolaghat,345
2472,tamluk,345
2473,sahid matangini,345
2474,nanda kumar,345
2475,mahisadal,345
2476,moyna,345
2477,potashpur - i,345
2478,potashpur - ii,345
2479,bhagawanpur - ii,345
2480,bhagawanpur - i,345
2481,chandipur,345
2482,sutahata,345
2483,haldia,345
2484,nandigram - i,345
2485,nandigram - ii,345
2486,khejuri - i,345
2487,khejuri - ii,345
2488,contai - i,345
2489,deshopran,345
2490,contai - iii,345
2491,egra - i,345
2492,egra - ii,345
2493,ramnagar - i,345
2494,ramnagar - ii,345
356,kalka,69
357,panchkula,69
358,naraingarh,70
359,ambala,70
360,barara,70
361,jagadhri,71
362,bilaspur,71
363,chhachhrauli,71
364,shahbad,72
365,pehowa,72
366,thanesar,72
367,guhla,73
368,kaithal,73
369,fatehpur pundri,73
370,nilokheri,74
371,indri,74
372,karnal,74
373,assandh,74
374,gharaunda,74
375,panipat,75
376,israna,75
377,samalkha,75
378,gohana,76
379,ganaur,76
380,sonipat,76
381,kharkhoda,76
382,narwana,77
383,jind,77
384,julana,77
385,safidon,77
386,ratia,78
387,tohana,78
388,fatehabad,78
389,dabwali,79
390,sirsa,79
391,rania,79
392,ellenabad,79
393,adampur,80
394,hisar,80
395,narnaund,80
396,hansi,80
397,bawani khera,81
398,bhiwani,81
399,tosham,81
400,siwani,81
401,loharu,81
402,dadri,81
403,badhra,81
404,maham,82
405,rohtak,82
406,sampla,82
407,beri,83
408,bahadurgarh,83
409,jhajjar,83
410,matenhail,83
411,mahendragarh,84
412,narnaul,84
413,kosli,85
414,rewari,85
415,bawal,85
416,pataudi,86
417,gurgaon,86
418,farrukhnagar,86
419,manesar,86
420,sohna,86
421,taoru,87
422,nuh,87
423,ferozepur jhirka,87
424,punahana,87
425,faridabad,88
426,ballabgarh,88
427,palwal,89
428,hathin,89
429,hodal,89
5693,gummidipoondi,602
5694,ponneri,602
5695,uthukkottai,602
5696,tiruttani,602
5697,pallipattu,602
5698,thiruvallur,602
5699,poonamallee,602
5700,ambattur,602
5701,mathavaram,602
5702,sriperumbudur,604
5703,tambaram,604
5704,alandur,604
5705,sholinganallur,604
5706,chengalpattu,604
5707,kancheepuram,604
5708,uthiramerur,604
5709,tirukalukundram,604
5710,maduranthakam,604
5711,cheyyur,604
5712,gudiyatham,605
5713,katpadi,605
5714,wallajah,605
5715,arakonam,605
5716,arcot,605
5717,vellore,605
5718,vaniyambadi,605
5719,ambur,605
5720,tirupathur,605
5721,arani,606
5722,cheyyar,606
5723,vandavasi,606
5724,polur,606
5725,chengam,606
5726,thandrampet,606
5727,tiruvannamalai,606
5728,gingee,607
5729,tindivanam,607
5730,vanur,607
5731,viluppuram,607
5732,tirukkoyilur,607
5733,sankarapuram,607
5734,kallakkurichi,607
5735,ulundurpettai,607
5736,mettur,608
5737,omalur,608
5738,edappadi,608
5739,sankari,608
5740,salem,608
5741,yercaud,608
5742,vazhapadi,608
5743,attur,608
5744,gangavalli,608
5745,tiruchengode,609
5746,rasipuram,609
5747,namakkal,609
5748,paramathi-velur,609
5749,sathyamangalam,610
5750,bhavani,610
5751,gobichettipalayam,610
5752,perundurai,610
5753,erode,610
5754,panthalur,611
5755,gudalur,611
5756,udhagamandalam,611
5757,kotagiri,611
5758,coonoor,611
5759,kundah,611
5760,palani,612
5761,oddanchatram,612
5762,vedasandur,612
5763,natham,612
5764,dindigul,612
5765,attur,612
5766,kodaikanal,612
5767,nilakkottai,612
5768,aravakurichi,613
5769,karur,613
5770,krishnarayapuram,613
5771,kulithalai,613
5772,kadavur,613
5773,thottiyam,614
5774,musiri,614
5775,thuraiyur,614
5776,manachanallur,614
5777,lalgudi,614
5778,srirangam,614
5779,tiruchirappalli,614
5780,thiruverumbur,614
5781,manapparai,614
5782,veppanthattai,615
5783,perambalur,615
5784,kunnam,615
5785,sendurai,616
5786,udayarpalayam,616
5787,ariyalur,616
5788,panruti,617
5789,cuddalore,617
5790,kurinjipadi,617
5791,chidambaram,617
5792,kattumannarkoil,617
5793,virudhachalam,617
5794,tittakudi,617
5795,sirkali,618
5796,mayiladuthurai,618
5797,kuthalam,618
5798,tharangambadi,618
5799,nagapattinam,618
5800,kilvelur,618
5801,thirukkuvalai,618
5802,vedaranyam,618
5803,valangaiman,619
5804,kodavasal,619
5805,nannilam,619
5806,thiruvarur,619
5807,needamangalam,619
5808,mannargudi,619
5809,thiruthuraipoondi,619
5810,thiruvidaimarudur,620
5811,kumbakonam,620
5812,papanasam,620
5813,thiruvaiyaru,620
5814,thanjavur,620
5815,orathanadu,620
5816,pattukkottai,620
5817,peravurani,620
5818,iluppur,621
5819,kulathur,621
5820,gandarvakkottai,621
5821,pudukkottai,621
5822,thirumayam,621
5823,ponnamaravathi,621
5824,alangudi,621
5825,karambakudi,621
5826,aranthangi,621
5827,manamelkudi,621
5828,avudayarkoil,621
5829,tirupathur,622
5830,karaikkudi,622
5831,devakottai,622
5832,sivaganga,622
5833,manamadurai,622
5834,ilayangudi,622
5835,melur,623
5836,madurai north,623
5837,vadipatti,623
5838,usilampatti,623
5839,peraiyur,623
5840,thirumangalam,623
5841,madurai south,623
5842,bodinayakanur,624
5843,periyakulam,624
5844,theni,624
5845,uthamapalayam,624
5846,andipatti,624
5847,rajapalayam,625
5848,srivilliputhur,625
5849,sivakasi,625
5850,virudhunagar,625
5851,kariapatti,625
5852,tiruchuli,625
5853,aruppukkottai,625
5854,sattur,625
5855,tiruvadanai,626
5856,paramakudi,626
5857,mudukulathur,626
5858,kamuthi,626
5859,kadaladi,626
5860,ramanathapuram,626
5861,rameswaram,626
5862,kovilpatti,627
5863,ettayapuram,627
5864,vilathikulam,627
5865,ottapidaram,627
5866,thoothukkudi,627
5867,srivaikuntam,627
5868,tiruchendur,627
5869,sathankulam,627
5870,sivagiri,628
5871,sankarankoil,628
5872,veerakeralamputhur,628
5873,tenkasi,628
5874,shenkottai,628
5875,alangulam,628
5876,tirunelveli,628
5877,palayamkottai,628
5878,ambasamudram,628
5879,nanguneri,628
5880,radhapuram,628
5881,vilavancode,629
5882,kalkulam,629
5883,thovala,629
5884,agastheeswaram,629
5885,palakkodu,630
5886,harur,630
5887,pappireddipatti,630
5888,dharmapuri,630
5889,pennagaram,630
5890,hosur,631
5891,krishnagiri,631
5892,denkanikottai,631
5893,pochampalli,631
5894,uthangarai,631
5895,mettupalayam,632
5896,sulur,632
5897,coimbatore north,632
5898,coimbatore south,632
5899,pollachi,632
5901,kangeyam,633
5902,dharapuram,633
5903,avanashi,633
5904,tiruppur,633
5905,palladam,633
5906,udumalaipettai,633
5907,madathukulam,633
3950,akkalkuwa,497
3951,akrani,497
3952,talode,497
3953,shahade,497
3954,nandurbar,497
3955,nawapur,497
3956,shirpur,498
3957,sindkhede,498
3958,sakri,498
3959,dhule,498
3960,chopda,499
3961,yawal,499
3962,raver,499
3963,muktainagar,499
3964,bodvad,499
3965,bhusawal,499
3966,jalgaon,499
3967,erandol,499
3968,dharangaon,499
3969,amalner,499
3970,parola,499
3971,bhadgaon,499
3972,chalisgaon,499
3973,pachora,499
3974,jamner,499
3975,jalgaon (jamod),500
3976,sangrampur,500
3977,shegaon,500
3978,nandura,500
3979,malkapur,500
3980,motala,500
3981,khamgaon,500
3982,mehkar,500
3983,chikhli,500
3984,buldana,500
3985,deolgaon raja,500
3986,sindkhed raja,500
3987,lonar,500
3988,telhara,501
3989,akot,501
3990,balapur,501
3991,akola,501
3992,murtijapur,501
3993,patur,501
3994,barshitakli,501
3995,malegaon,502
3996,mangrulpir,502
3997,karanja,502
3998,manora,502
3999,washim,502
4000,risod,502
4001,dharni,503
4002,chikhaldara,503
4003,anjangaon surji,503
4004,achalpur,503
4005,chandurbazar,503
4006,morshi,503
4007,warud,503
4008,teosa,503
4009,amravati,503
4010,bhatkuli,503
4011,daryapur,503
4012,nandgaon-khandeshwar,503
4013,chandur railway,503
4014,dhamangaon railway,503
4015,ashti,504
4016,karanja,504
4017,arvi,504
4018,seloo,504
4019,wardha,504
4020,deoli,504
4021,hinganghat,504
4022,samudrapur,504
4023,narkhed,505
4024,katol,505
4025,kalameshwar,505
4026,savner,505
4027,parseoni,505
4028,ramtek,505
4029,mauda,505
4030,kamptee,505
4031,nagpur (rural),505
4033,hingna,505
4034,umred,505
4035,kuhi,505
4036,bhiwapur,505
4037,tumsar,506
4038,mohadi,506
4039,bhandara,506
4040,sakoli,506
4041,lakhani,506
4042,pauni,506
4043,lakhandur,506
4044,tirora,507
4045,goregaon,507
4046,gondiya,507
4047,amgaon,507
4048,salekasa,507
4049,sadak-arjuni,507
4050,arjuni morgaon,507
4051,deori,507
4052,desaiganj (vadasa),508
4053,armori,508
4054,kurkheda,508
4055,korchi,508
4056,dhanora,508
4057,gadchiroli,508
4058,chamorshi,508
4059,mulchera,508
4060,etapalli,508
4061,bhamragad,508
4062,aheri,508
4063,sironcha,508
4064,warora,509
4065,chimur,509
4066,nagbhir,509
4067,brahmapuri,509
4068,sawali,509
4069,sindewahi,509
4070,bhadravati,509
4071,chandrapur,509
4072,mul,509
4073,pombhurna,509
4074,ballarpur,509
4075,korpana,509
4076,jiwati,509
4077,rajura,509
4078,gondpipri,509
4079,ner,510
4080,babulgaon,510
4081,kalamb,510
4082,yavatmal,510
4083,darwha,510
4084,digras,510
4085,pusad,510
4086,umarkhed,510
4087,mahagaon,510
4088,arni,510
4089,ghatanji,510
4090,kelapur,510
4091,ralegaon,510
4092,maregaon,510
4093,zari-jamani,510
4094,wani,510
4095,mahoor,511
4096,kinwat,511
4097,himayatnagar,511
4098,hadgaon,511
4099,ardhapur,511
4100,nanded,511
4101,mudkhed,511
4102,bhokar,511
4103,umri,511
4104,dharmabad,511
4105,biloli,511
4106,naigaon (khairgaon),511
4107,loha,511
4108,kandhar,511
4109,mukhed,511
4110,deglur,511
4111,sengaon,512
4112,hingoli,512
4113,aundha (nagnath),512
4114,kalamnuri,512
4115,basmath,512
4116,sailu,513
4117,jintur,513
4118,parbhani,513
4119,manwath,513
4120,pathri,513
4121,sonpeth,513
4122,gangakhed,513
4123,palam,513
4124,purna,513
4125,bhokardan,514
4126,jafferabad,514
4127,jalna,514
4128,badnapur,514
4129,ambad,514
4130,ghansawangi,514
4131,partur,514
4132,mantha,514
4133,kannad,515
4134,soegaon,515
4135,sillod,515
4136,phulambri,515
4137,aurangabad,515
4138,khuldabad,515
4139,vaijapur,515
4140,gangapur,515
4141,paithan,515
4142,surgana,516
4143,kalwan,516
4144,deola,516
4145,baglan,516
4146,malegaon,516
4147,nandgaon,516
4148,chandvad,516
4149,dindori,516
4150,peint,516
4151,trimbakeshwar,516
4152,nashik,516
4153,igatpuri,516
4154,sinnar,516
4155,niphad,516
4156,yevla,516
4157,talasari,517
4158,dahanu,517
4159,vikramgad,517
4160,jawhar,517
4161,mokhada,517
4162,vada,517
4163,palghar,517
4164,vasai,517
4165,thane,517
4166,bhiwandi,517
4167,shahapur,517
4168,kalyan,517
4170,ambarnath,517
4171,murbad,517
4172,uran,520
4173,panvel,520
4174,karjat,520
4175,khalapur,520
4176,pen,520
4177,alibag,520
4178,murud,520
4179,roha,520
4180,sudhagad,520
4181,mangaon,520
4182,tala,520
